entry,run,subrun,event,label,prediction,probability,kaon_ke,proton_ke,muon_ke
18126,1,81,8095,0,0,0.866832,0.564056,-1,-1
18127,1,64,6395,0,0,0.999999,0.515348,-1,-1
18128,1,45,4438,0,0,1,0.56264,-1,-1
18129,1,88,8732,1,1,0.999999,-1,1.0969,0.262549
18130,1,95,9434,0,0,0.998414,0.54815,-1,-1
18131,1,85,8419,1,1,1,-1,1.11382,0.327848
18132,1,63,6253,0,0,0.996359,0.555766,-1,-1
18133,1,23,2283,0,0,1,0.614506,-1,-1
18134,1,62,6150,0,0,0.999482,0.636341,-1,-1
18135,1,54,5359,0,0,1,0.577487,-1,-1
18136,1,18,1751,0,0,1,0.553982,-1,-1
18137,1,55,5472,1,1,0.999998,-1,1.09391,0.280062
18138,1,98,9785,0,0,0.999251,0.620219,-1,-1
18139,1,77,7648,1,1,0.997398,-1,1.08663,0.267276
18140,1,39,3897,0,0,1,0.615947,-1,-1
18141,1,93,9295,1,1,0.999725,-1,1.10925,0.330601
18142,1,56,5522,1,1,1,-1,1.1091,0.212852
18143,1,40,3912,0,0,1,0.623851,-1,-1
18144,1,29,2838,0,0,0.997867,0.577465,-1,-1
18145,1,93,9256,0,0,1,0.536533,-1,-1
18146,1,56,5583,1,1,0.998704,-1,1.12894,0.339189
18147,1,95,9438,0,0,0.998437,0.638302,-1,-1
18148,1,18,1757,1,1,0.776779,-1,1.03659,0.283271
18149,1,88,8757,0,0,1,0.542139,-1,-1
18150,1,11,1049,0,0,1,0.550141,-1,-1
18151,1,41,4098,0,0,1,0.639605,-1,-1
18152,1,13,1229,1,1,0.999989,-1,1.04536,0.309559
18153,1,22,2179,0,0,0.987243,0.578879,-1,-1
18154,1,8,733,1,1,0.984155,-1,1.13786,0.19132
18155,1,69,6868,0,0,1,0.5528,-1,-1
18156,1,65,6404,0,0,0.999999,0.634889,-1,-1
18157,1,43,4288,0,0,1,0.513051,-1,-1
18158,1,2,138,0,0,1,0.563605,-1,-1
18159,1,22,2172,0,0,0.997886,0.591781,-1,-1
18160,1,83,8220,0,0,0.997126,0.568198,-1,-1
18161,1,98,9786,1,1,0.98809,-1,1.1325,0.249336
18162,1,6,552,0,0,1,0.619669,-1,-1
18163,1,64,6387,0,0,1,0.632676,-1,-1
18164,1,38,3784,0,0,0.936933,0.639665,-1,-1
18165,1,73,7240,1,1,0.999886,-1,1.13543,0.339364
18166,1,75,7478,1,1,0.999982,-1,1.0505,0.229824
18167,1,81,8019,1,1,0.999996,-1,1.00855,0.317403
18168,1,8,754,0,1,0.516264,0.558732,-1,-1
18169,1,32,3104,0,0,1,0.562139,-1,-1
18170,1,87,8687,1,1,0.999864,-1,1.07952,0.189068
18171,1,5,420,1,1,0.999997,-1,1.05993,0.310628
18172,1,71,7075,1,1,0.997638,-1,1.01707,0.305211
18173,1,35,3476,0,0,0.999999,0.505324,-1,-1
18174,1,52,5135,1,1,1,-1,1.08432,0.2978
18175,1,70,6947,0,0,0.999964,0.560869,-1,-1
18176,1,58,5703,1,1,1,-1,1.06421,0.203424
18177,1,56,5509,0,0,0.999981,0.556027,-1,-1
18178,1,83,8206,1,1,0.99947,-1,1.00285,0.314566
18179,1,57,5696,1,1,0.997708,-1,1.00046,0.170113
18180,1,60,5947,0,0,1,0.626336,-1,-1
18181,1,13,1240,1,1,0.990096,-1,1.10646,0.225377
18182,1,84,8332,0,0,0.999941,0.590498,-1,-1
18183,1,67,6654,0,0,0.99736,0.636928,-1,-1
18184,1,84,8307,1,1,0.999993,-1,1.04785,0.246431
18185,1,96,9504,0,0,1,0.619245,-1,-1
18186,1,60,5970,1,1,0.994676,-1,1.00354,0.190021
18187,1,16,1538,0,0,1,0.62778,-1,-1
18188,1,7,634,1,1,1,-1,1.07658,0.172994
18189,1,30,2971,1,1,1,-1,1.12591,0.207393
18190,1,46,4546,0,0,0.999971,0.512414,-1,-1
18191,1,20,1967,0,0,0.814847,0.590191,-1,-1
18192,1,4,395,1,1,0.999999,-1,1.1376,0.21125
18193,1,17,1680,1,1,0.995644,-1,0.996956,0.331903
18194,1,99,9843,0,0,1,0.595955,-1,-1
18195,1,73,7263,0,0,1,0.537156,-1,-1
18196,1,40,3969,1,1,0.998448,-1,0.99668,0.321528
18197,1,41,4044,1,1,0.991367,-1,1.02572,0.254475
18198,1,83,8289,0,0,1,0.524835,-1,-1
18199,1,66,6589,0,0,0.997083,0.576147,-1,-1
18200,1,26,2578,1,1,0.662606,-1,1.0152,0.170345
18201,1,59,5805,0,0,1,0.528295,-1,-1
18202,1,3,259,0,0,0.999999,0.600746,-1,-1
18203,1,58,5716,0,0,0.92313,0.597556,-1,-1
18204,1,10,954,1,1,0.961341,-1,1.02321,0.280736
18205,1,6,532,0,0,0.99998,0.523648,-1,-1
18206,1,13,1298,0,0,0.999067,0.621367,-1,-1
18207,1,10,930,0,0,1,0.638375,-1,-1
18208,1,26,2525,1,1,0.916728,-1,1.03789,0.318008
18209,1,54,5384,1,1,0.999998,-1,1.09717,0.302273
18210,1,80,7912,0,1,0.900876,0.573741,-1,-1
18211,1,90,8955,0,0,0.999999,0.613526,-1,-1
18212,1,43,4236,1,1,0.973757,-1,0.999803,0.222671
18213,1,15,1484,0,0,0.999987,0.559356,-1,-1
18214,1,20,1990,0,0,0.999999,0.554837,-1,-1
18215,1,24,2342,1,1,0.999993,-1,1.12034,0.339278
18216,1,2,195,1,1,0.998169,-1,0.996571,0.349089
18217,1,25,2456,1,1,0.832326,-1,1.03026,0.301676
18218,1,40,3950,1,1,1,-1,1.07584,0.220689
18219,1,59,5875,0,0,1,0.519782,-1,-1
18220,1,32,3179,0,0,1,0.590762,-1,-1
18221,1,76,7548,1,1,0.99972,-1,1.00947,0.345688
18222,1,23,2238,0,0,1,0.620325,-1,-1
18223,1,40,3937,1,1,0.999997,-1,1.07944,0.279219
18224,1,53,5299,0,0,0.659753,0.564438,-1,-1
18225,1,88,8792,0,0,0.999998,0.531073,-1,-1
18226,1,89,8868,0,0,1,0.596252,-1,-1
18227,1,1,27,0,0,1,0.523819,-1,-1
18228,1,62,6113,0,0,0.999854,0.550212,-1,-1
18229,1,9,867,1,1,0.999444,-1,0.997526,0.185378
18230,1,57,5666,0,0,1,0.598617,-1,-1
18231,1,25,2468,1,1,1,-1,1.10029,0.201375
18232,1,12,1138,1,1,1,-1,1.1151,0.33051
18233,1,43,4295,1,1,0.99988,-1,1.01527,0.162202
18234,1,62,6124,0,0,0.999983,0.539395,-1,-1
18235,1,28,2705,1,1,0.999814,-1,1.1125,0.224679
18236,1,37,3693,0,0,0.999995,0.542233,-1,-1
18237,1,48,4734,0,0,1,0.638641,-1,-1
18238,1,9,899,1,1,0.999998,-1,1.01398,0.161033
18239,1,25,2431,0,0,0.999947,0.522903,-1,-1
18240,1,36,3564,1,1,0.999884,-1,1.10105,0.322363
18241,1,62,6116,1,1,0.999046,-1,1.11461,0.185442
18242,1,64,6305,0,0,0.999849,0.555016,-1,-1
18243,1,8,735,0,1,0.681417,0.634752,-1,-1
18244,1,42,4117,1,1,0.999984,-1,1.05194,0.325832
18245,1,92,9144,0,1,0.729879,0.622612,-1,-1
18246,1,11,1087,1,1,0.999835,-1,1.07948,0.262929
18247,1,96,9587,1,1,0.999999,-1,1.1212,0.194404
18248,1,13,1288,0,0,1,0.589833,-1,-1
18249,1,44,4388,1,1,0.999985,-1,1.09969,0.230464
18250,1,27,2606,1,1,1,-1,1.11256,0.267219
18251,1,36,3576,1,1,1,-1,1.09998,0.289158
18252,1,93,9263,1,1,0.99958,-1,1.08922,0.222948
18253,1,15,1492,0,0,0.999996,0.576446,-1,-1
18254,1,15,1471,0,0,0.991491,0.625259,-1,-1
18255,1,5,422,0,0,0.999054,0.626834,-1,-1
18256,1,39,3870,1,1,0.999997,-1,1.10251,0.157312
18257,1,36,3514,1,1,0.999936,-1,1.02834,0.35319
18258,1,100,9941,0,0,0.99761,0.588717,-1,-1
18259,1,8,702,1,1,0.999684,-1,1.05242,0.322079
18260,1,10,991,1,1,0.999433,-1,1.03217,0.168498
18261,1,24,2335,0,0,0.999999,0.59967,-1,-1
18262,1,14,1305,0,0,0.999999,0.62255,-1,-1
18263,1,35,3426,1,1,0.995289,-1,1.1174,0.250054
18264,1,89,8842,0,0,1,0.630454,-1,-1
18265,1,30,2959,1,1,0.999991,-1,0.998657,0.210525
18266,1,88,8733,0,0,1,0.522965,-1,-1
18267,1,87,8688,1,1,0.999362,-1,1.01198,0.327393
18268,1,73,7294,1,1,0.988425,-1,1.00234,0.322416
18269,1,2,176,0,0,1,0.617197,-1,-1
18270,1,91,9071,1,1,0.999915,-1,1.02755,0.285599
18271,1,54,5393,1,1,0.997715,-1,1.03922,0.353877
18272,1,91,9099,0,0,0.996966,0.562874,-1,-1
18273,1,59,5895,0,0,0.999999,0.545544,-1,-1
18274,1,34,3352,0,0,0.5,0.569533,-1,-1
18275,1,95,9445,0,0,0.999427,0.61484,-1,-1
18276,1,13,1253,0,0,0.999982,0.535883,-1,-1
18277,1,39,3822,1,1,0.999922,-1,1.1063,0.263215
18278,1,84,8359,1,1,0.999967,-1,1.09557,0.168071
18279,1,52,5108,0,0,1,0.580597,-1,-1
18280,1,99,9845,1,1,0.999998,-1,1.01538,0.339138
18281,1,25,2469,0,0,0.931528,0.540043,-1,-1
18282,1,37,3619,1,1,0.917288,-1,1.1149,0.236677
18283,1,68,6738,0,0,0.999838,0.52203,-1,-1
18284,1,6,539,1,1,1,-1,1.03099,0.298419
18285,1,12,1151,1,1,0.999997,-1,1.05679,0.308353
18286,1,27,2617,0,0,1,0.603992,-1,-1
18287,1,63,6216,0,0,1,0.529122,-1,-1
18288,1,19,1860,0,0,1,0.564353,-1,-1
18289,1,94,9387,0,0,1,0.609997,-1,-1
18290,1,15,1480,1,1,0.999997,-1,1.0467,0.253183
18291,1,95,9458,0,0,0.999829,0.562219,-1,-1
18292,1,24,2364,1,1,0.999698,-1,1.04658,0.289599
18293,1,47,4645,0,0,0.999821,0.627387,-1,-1
18294,1,68,6785,1,1,0.898472,-1,1.03034,0.249665
18295,1,52,5140,1,1,0.987074,-1,1.02734,0.2274
18296,1,89,8867,0,0,0.999999,0.509124,-1,-1
18297,1,29,2871,0,0,0.866309,0.563902,-1,-1
18298,1,89,8869,1,1,1,-1,1.04524,0.220805
18299,1,41,4059,0,0,1,0.615782,-1,-1
18300,1,75,7465,1,0,0.658424,-1,1.03515,0.216639
18301,1,1,50,1,1,0.999638,-1,1.07818,0.280412
18302,1,89,8863,1,1,0.999859,-1,1.073,0.295141
18303,1,94,9351,1,1,0.990345,-1,1.02231,0.196469
18304,1,74,7306,0,1,0.874467,0.543649,-1,-1
18305,1,17,1642,1,1,0.905287,-1,1.11332,0.208792
18306,1,36,3588,0,0,0.999956,0.603765,-1,-1
18307,1,9,801,0,0,0.944713,0.618699,-1,-1
18308,1,63,6214,0,0,0.999992,0.56001,-1,-1
18309,1,33,3203,1,1,0.912339,-1,1.00034,0.250886
18310,1,54,5310,0,0,0.998473,0.578986,-1,-1
18311,1,98,9753,1,1,0.999815,-1,1.1211,0.252257
18312,1,59,5827,1,1,0.999986,-1,1.01674,0.239583
18313,1,61,6046,0,0,0.999963,0.568973,-1,-1
18314,1,58,5732,0,0,0.999994,0.512507,-1,-1
18315,1,53,5249,1,1,0.99499,-1,1.03922,0.314907
18316,1,27,2619,1,1,0.951956,-1,1.00881,0.204723
18317,1,29,2841,0,0,0.995927,0.616053,-1,-1
18318,1,39,3844,1,1,0.993216,-1,1.00641,0.284638
18319,1,22,2104,0,0,1,0.526337,-1,-1
18320,1,72,7186,0,0,0.999937,0.553315,-1,-1
18321,1,50,4971,1,1,0.9999,-1,1.03644,0.303665
18322,1,56,5547,1,1,0.999919,-1,1.10094,0.305817
18323,1,59,5856,0,0,1,0.587698,-1,-1
18324,1,89,8828,1,1,0.999897,-1,1.10531,0.264004
18325,1,63,6241,0,0,1,0.531781,-1,-1
18326,1,82,8125,0,0,0.999934,0.572557,-1,-1
18327,1,34,3393,0,0,1,0.623631,-1,-1
18328,1,25,2414,0,0,1,0.563881,-1,-1
18329,1,49,4882,0,0,1,0.598944,-1,-1
18330,1,49,4836,1,1,0.999997,-1,1.08117,0.256675
18331,1,26,2515,1,1,0.922738,-1,0.999536,0.247956
18332,1,71,7028,1,1,0.999548,-1,1.0173,0.173401
18333,1,2,139,0,0,1,0.504244,-1,-1
18334,1,61,6088,1,1,1,-1,1.06881,0.337748
18335,1,50,4987,1,1,0.999999,-1,1.0769,0.350692
18336,1,100,9905,1,1,0.999999,-1,1.13227,0.244784
18337,1,84,8399,0,0,1,0.536408,-1,-1
18338,1,75,7463,1,1,0.950383,-1,1.02036,0.258323
18339,1,33,3236,0,0,1,0.57095,-1,-1
18340,1,24,2383,1,1,0.975114,-1,1.0289,0.175543
18341,1,34,3330,0,0,0.999937,0.611877,-1,-1
18342,1,29,2878,0,0,1,0.558448,-1,-1
18343,1,38,3797,0,0,0.999954,0.561644,-1,-1
18344,1,5,463,1,1,0.999865,-1,1.04773,0.278048
18345,1,46,4583,1,1,0.999941,-1,1.08585,0.326902
18346,1,35,3456,0,0,0.96219,0.513546,-1,-1
18347,1,88,8715,1,1,1,-1,1.11636,0.30644
18348,1,5,448,0,0,0.999244,0.595857,-1,-1
18349,1,1,79,0,0,0.99999,0.544707,-1,-1
18350,1,94,9400,1,1,0.999885,-1,0.996075,0.170155
18351,1,85,8446,1,1,0.999308,-1,0.988813,0.224495
18352,1,56,5576,0,0,0.999998,0.641346,-1,-1
18353,1,68,6759,1,1,0.99995,-1,1.03254,0.163048
18354,1,42,4126,1,1,0.999538,-1,1.01776,0.223571
18355,1,5,438,0,0,0.999996,0.564472,-1,-1
18356,1,21,2020,1,1,1,-1,1.11096,0.329641
18357,1,94,9398,0,0,0.999935,0.519047,-1,-1
18358,1,31,3097,1,1,0.999811,-1,1.06554,0.27221
18359,1,11,1064,0,0,0.995803,0.520546,-1,-1
18360,1,77,7630,0,0,1,0.623448,-1,-1
18361,1,64,6343,0,0,1,0.509555,-1,-1
18362,1,21,2084,1,1,0.999999,-1,1.09443,0.353128
18363,1,42,4115,0,0,1,0.525595,-1,-1
18364,1,95,9418,1,1,0.999994,-1,1.06761,0.26106
18365,1,59,5841,0,0,0.996011,0.614383,-1,-1
18366,1,50,4995,0,0,0.999426,0.535133,-1,-1
18367,1,11,1055,0,0,1,0.601588,-1,-1
18368,1,62,6157,1,1,0.999998,-1,1.10423,0.34308
18369,1,23,2225,1,1,1,-1,1.07648,0.328902
18370,1,95,9412,0,0,0.988712,0.628867,-1,-1
18371,1,6,543,0,0,1,0.508882,-1,-1
18372,1,48,4730,0,0,0.994516,0.620647,-1,-1
18373,1,70,6941,0,0,1,0.505837,-1,-1
18374,1,21,2012,0,0,1,0.633355,-1,-1
18375,1,65,6468,0,0,1,0.568666,-1,-1
18376,1,51,5042,1,1,0.992951,-1,1.05664,0.215124
18377,1,35,3423,0,0,1,0.529814,-1,-1
18378,1,32,3171,0,0,0.999979,0.55935,-1,-1
18379,1,87,8641,0,0,0.999944,0.610415,-1,-1
18380,1,22,2105,0,0,1,0.528535,-1,-1
18381,1,49,4885,0,0,0.999995,0.611898,-1,-1
18382,1,96,9548,1,1,0.960247,-1,1.03873,0.232034
18383,1,67,6606,1,1,0.999081,-1,0.999033,0.302524
18384,1,10,943,0,0,0.999999,0.636325,-1,-1
18385,1,100,9963,1,1,0.999948,-1,1.02092,0.243716
18386,1,52,5108,1,1,0.999565,-1,1.0492,0.328948
18387,1,16,1549,1,1,0.933781,-1,1.0295,0.256459
18388,1,68,6779,0,0,1,0.61458,-1,-1
18389,1,31,3061,0,0,1,0.55019,-1,-1
18390,1,50,4929,0,0,1,0.573317,-1,-1
18391,1,69,6829,1,1,0.999997,-1,1.10072,0.280375
18392,1,72,7156,1,1,0.999789,-1,1.04495,0.28182
18393,1,65,6483,1,1,0.995597,-1,1.01364,0.27148
18394,1,21,2079,0,0,1,0.542181,-1,-1
18395,1,14,1327,0,0,1,0.606077,-1,-1
18396,1,99,9896,0,0,1,0.63299,-1,-1
18397,1,10,998,1,1,0.932945,-1,1.02548,0.239158
18398,1,41,4084,0,0,0.999987,0.578172,-1,-1
18399,1,2,142,0,0,0.997764,0.598507,-1,-1
18400,1,97,9649,1,1,0.999944,-1,1.08835,0.34316
18401,1,46,4555,1,1,1,-1,1.07519,0.170372
18402,1,80,7901,0,0,1,0.51572,-1,-1
18403,1,59,5879,0,0,1,0.529675,-1,-1
18404,1,4,379,1,1,0.999618,-1,1.07658,0.264648
18405,1,21,2019,1,1,1,-1,1.10532,0.348377
18406,1,10,933,1,1,0.999391,-1,1.02711,0.3008
18407,1,91,9062,0,0,1,0.528094,-1,-1
18408,1,40,3974,1,1,0.771326,-1,0.991034,0.283915
18409,1,88,8796,0,0,0.805469,0.572905,-1,-1
18410,1,51,5012,1,1,0.999998,-1,1.08094,0.33557
18411,1,79,7854,0,0,1,0.628819,-1,-1
18412,1,6,556,0,0,0.941306,0.564429,-1,-1
18413,1,15,1440,1,1,0.999616,-1,1.09801,0.174584
18414,1,89,8845,1,1,0.999998,-1,1.08511,0.288968
18415,1,53,5287,0,0,1,0.521625,-1,-1
18416,1,60,5963,1,1,0.619776,-1,1.06928,0.236787
18417,1,79,7881,1,1,0.989775,-1,1.08616,0.255648
18418,1,48,4798,0,0,1,0.525629,-1,-1
18419,1,42,4114,1,1,0.999979,-1,1.09246,0.33523
18420,1,89,8850,1,1,0.97796,-1,1.07079,0.160523
18421,1,70,6954,0,0,1,0.583608,-1,-1
18422,1,17,1699,0,0,0.999999,0.541387,-1,-1
18423,1,32,3164,1,1,0.997232,-1,1.04934,0.276723
18424,1,46,4559,1,1,1,-1,1.13307,0.277084
18425,1,31,3058,0,0,1,0.620045,-1,-1
18426,1,71,7087,1,1,0.956437,-1,1.04666,0.248965
18427,1,7,664,1,1,0.999999,-1,1.08492,0.219588
18428,1,43,4276,1,1,0.999479,-1,1.00327,0.348718
18429,1,64,6309,1,1,0.999998,-1,1.08119,0.271412
18430,1,62,6190,0,0,0.999987,0.558444,-1,-1
18431,1,76,7529,0,0,1,0.618861,-1,-1
18432,1,28,2771,0,0,1,0.506586,-1,-1
18433,1,8,755,1,1,0.968206,-1,0.997437,0.273584
18434,1,94,9309,0,0,0.999993,0.590739,-1,-1
18435,1,11,1074,1,1,0.999997,-1,1.05559,0.218673
18436,1,23,2255,0,0,1,0.624141,-1,-1
18437,1,45,4433,0,0,1,0.585584,-1,-1
18438,1,7,675,0,0,0.999988,0.560858,-1,-1
18439,1,40,3951,1,1,0.999982,-1,1.08392,0.315437
18440,1,9,866,1,1,0.999999,-1,1.07468,0.232207
18441,1,73,7266,1,1,0.941321,-1,1.10751,0.301933
18442,1,40,3902,1,1,0.99803,-1,1.07722,0.26373
18443,1,97,9660,1,1,0.999853,-1,1.11392,0.189106
18444,1,68,6721,0,0,0.997832,0.578435,-1,-1
18445,1,10,932,1,1,0.99999,-1,1.10535,0.213872
18446,1,69,6852,1,1,0.999988,-1,1.06985,0.297216
18447,1,63,6252,0,0,1,0.548726,-1,-1
18448,1,78,7729,0,0,1,0.564612,-1,-1
18449,1,69,6883,1,1,0.998415,-1,1.01641,0.299171
18450,1,73,7203,1,1,0.999967,-1,1.09974,0.207203
18451,1,49,4862,0,0,1,0.52187,-1,-1
18452,1,100,9981,0,0,1,0.63125,-1,-1
18453,1,7,605,1,1,0.999976,-1,1.09956,0.339534
18454,1,17,1649,1,1,0.995096,-1,1.02267,0.320728
18455,1,67,6642,1,1,0.999783,-1,1.0049,0.306805
18456,1,17,1678,1,1,0.999175,-1,1.03474,0.189106
18457,1,51,5019,1,1,1,-1,1.12395,0.213697
18458,1,61,6066,1,1,0.999447,-1,1.00443,0.179365
18459,1,68,6713,0,0,0.999996,0.511479,-1,-1
18460,1,35,3493,0,0,1,0.625225,-1,-1
18461,1,81,8009,1,1,0.999995,-1,1.12068,0.268964
18462,1,45,4463,0,1,0.63686,0.628215,-1,-1
18463,1,95,9446,1,1,0.999997,-1,1.02374,0.343802
18464,1,48,4743,0,0,1,0.569985,-1,-1
18465,1,26,2504,1,1,0.998883,-1,1.01747,0.275055
18466,1,33,3202,1,1,0.990873,-1,1.03775,0.281074
18467,1,86,8521,0,0,0.999999,0.579899,-1,-1
18468,1,25,2492,1,1,0.99935,-1,1.01186,0.317332
18469,1,58,5766,1,1,0.999992,-1,1.09709,0.269016
18470,1,65,6481,0,0,0.999822,0.636056,-1,-1
18471,1,47,4621,0,0,1,0.575098,-1,-1
18472,1,34,3387,0,0,1,0.634598,-1,-1
18473,1,43,4222,0,0,0.999654,0.536318,-1,-1
18474,1,94,9308,0,0,0.999998,0.530471,-1,-1
18475,1,3,286,1,1,0.999101,-1,1.0392,0.173131
18476,1,38,3758,0,0,0.870379,0.626677,-1,-1
18477,1,68,6770,0,0,1,0.573517,-1,-1
18478,1,99,9883,0,0,1,0.618955,-1,-1
18479,1,89,8886,0,0,0.999974,0.517904,-1,-1
18480,1,54,5317,0,0,1,0.586696,-1,-1
18481,1,72,7133,0,0,1,0.512979,-1,-1
18482,1,97,9651,1,1,0.990839,-1,1.05075,0.339514
18483,1,8,728,0,0,0.999985,0.629548,-1,-1
18484,1,83,8235,1,1,1,-1,1.09733,0.315168
18485,1,87,8689,1,1,0.999407,-1,1.01489,0.325459
18486,1,96,9573,1,1,0.999906,-1,1.07588,0.200751
18487,1,37,3692,1,1,0.997934,-1,1.04356,0.327293
18488,1,83,8246,1,1,0.997306,-1,1.04511,0.1619
18489,1,91,9042,1,1,0.999999,-1,1.04071,0.3377
18490,1,96,9577,0,0,1,0.531379,-1,-1
18491,1,22,2184,1,1,0.999687,-1,1.05615,0.291489
18492,1,84,8337,1,1,1,-1,1.09608,0.32587
18493,1,91,9045,1,1,0.998684,-1,1.00913,0.205344
18494,1,89,8843,1,1,0.998142,-1,1.10144,0.221079
18495,1,46,4569,0,0,1,0.530115,-1,-1
18496,1,84,8354,1,1,0.894717,-1,1.03881,0.26916
18497,1,72,7139,1,1,0.968571,-1,1.08573,0.220044
18498,1,43,4293,0,0,0.988434,0.587666,-1,-1
18499,1,99,9838,1,1,0.938355,-1,0.994696,0.169125
18500,1,45,4407,0,0,0.999998,0.520554,-1,-1
18501,1,27,2666,0,0,0.999077,0.596011,-1,-1
18502,1,13,1278,0,0,0.999999,0.574047,-1,-1
18503,1,32,3138,1,1,0.999328,-1,0.99382,0.30127
18504,1,21,2049,0,0,0.999998,0.532336,-1,-1
18505,1,52,5106,1,1,0.99974,-1,1.01712,0.353671
18506,1,20,1939,0,0,0.982733,0.584024,-1,-1
18507,1,20,1957,1,1,0.999988,-1,1.02857,0.333414
18508,1,68,6764,1,1,0.935597,-1,1.01113,0.271652
18509,1,37,3640,1,1,0.999817,-1,1.06145,0.238393
18510,1,35,3415,0,0,1,0.629293,-1,-1
18511,1,39,3855,1,1,1,-1,1.05313,0.182
18512,1,78,7740,1,1,0.999999,-1,1.13782,0.343494
18513,1,89,8857,0,0,1,0.518594,-1,-1
18514,1,33,3293,1,1,0.999986,-1,1.08469,0.242637
18515,1,93,9207,0,0,0.999998,0.579348,-1,-1
18516,1,46,4581,1,1,0.999919,-1,1.10251,0.23312
18517,1,97,9664,1,1,0.999992,-1,1.07235,0.335196
18518,1,58,5773,1,1,0.998999,-1,1.09537,0.252249
18519,1,71,7072,1,1,0.983172,-1,1.00332,0.271401
18520,1,88,8701,0,0,1,0.574342,-1,-1
18521,1,8,788,1,1,1,-1,1.11741,0.287714
18522,1,61,6078,1,1,0.999997,-1,1.06373,0.322565
18523,1,41,4068,1,1,0.997814,-1,1.03097,0.307604
18524,1,9,840,0,0,0.999991,0.53742,-1,-1
18525,1,92,9123,1,1,0.992423,-1,1.03898,0.20476
18526,1,95,9435,1,1,0.999563,-1,1.05659,0.238918
18527,1,77,7657,1,1,0.999987,-1,1.05578,0.218987
18528,1,97,9657,0,0,1,0.525363,-1,-1
18529,1,73,7207,1,1,0.999923,-1,1.09066,0.235392
18530,1,3,282,0,0,0.999978,0.642156,-1,-1
18531,1,10,939,0,0,0.968634,0.588383,-1,-1
18532,1,31,3070,1,0,0.882263,-1,1.05314,0.266209
18533,1,57,5614,1,1,0.999959,-1,1.10772,0.252948
18534,1,29,2890,0,0,1,0.525884,-1,-1
18535,1,6,516,1,1,0.999999,-1,1.00125,0.21281
18536,1,50,4980,1,1,0.999999,-1,1.11564,0.265275
18537,1,3,238,0,0,0.999994,0.535891,-1,-1
18538,1,86,8521,1,1,0.996583,-1,1.04642,0.21938
18539,1,41,4039,0,0,0.999133,0.621709,-1,-1
18540,1,52,5170,1,1,0.999912,-1,1.01613,0.175964
18541,1,51,5002,0,0,0.998721,0.635401,-1,-1
18542,1,54,5399,1,1,0.998774,-1,1.03987,0.158865
18543,1,15,1446,1,1,0.999925,-1,1.12333,0.23061
18544,1,38,3753,1,1,0.883551,-1,1.01102,0.288801
18545,1,32,3162,0,0,1,0.601286,-1,-1
18546,1,3,260,1,1,0.999987,-1,1.1322,0.315652
18547,1,88,8729,0,0,1,0.525683,-1,-1
18548,1,90,8920,0,0,1,0.604194,-1,-1
18549,1,83,8235,0,0,0.999946,0.604596,-1,-1
18550,1,32,3198,1,1,0.571785,-1,1.04048,0.273096
18551,1,76,7532,0,0,1,0.600303,-1,-1
18552,1,15,1473,1,1,1,-1,1.05509,0.218004
18553,1,28,2724,0,0,1,0.567043,-1,-1
18554,1,27,2614,0,0,1,0.583875,-1,-1
18555,1,94,9328,0,0,1,0.504426,-1,-1
18556,1,38,3783,0,0,0.989369,0.565956,-1,-1
18557,1,32,3197,1,1,0.997656,-1,1.01466,0.349528
18558,1,68,6785,0,0,0.999919,0.642543,-1,-1
18559,1,60,5913,1,1,0.985781,-1,0.988773,0.309592
18560,1,30,2971,0,0,0.999914,0.506698,-1,-1
18561,1,35,3401,1,1,0.999969,-1,1.04258,0.353849
18562,1,40,3994,0,0,1,0.576223,-1,-1
18563,1,66,6526,0,0,1,0.510543,-1,-1
18564,1,27,2681,0,0,1,0.573312,-1,-1
18565,1,99,9828,0,0,1,0.533127,-1,-1
18566,1,7,619,1,1,0.999128,-1,1.00543,0.229663
18567,1,54,5359,1,1,0.999999,-1,1.0992,0.172719
18568,1,55,5488,0,0,0.999158,0.621714,-1,-1
18569,1,92,9184,0,0,0.999985,0.557721,-1,-1
18570,1,70,6905,1,1,0.999977,-1,1.10953,0.312602
18571,1,36,3574,1,1,0.994193,-1,1.01741,0.225222
18572,1,44,4389,1,1,0.999973,-1,1.08246,0.346001
18573,1,24,2339,0,0,0.998155,0.523664,-1,-1
18574,1,83,8260,1,1,0.999985,-1,1.05014,0.226229
18575,1,73,7201,0,0,0.999308,0.583873,-1,-1
18576,1,92,9182,0,0,1,0.522198,-1,-1
18577,1,75,7409,1,1,0.999953,-1,1.08043,0.328768
18578,1,15,1433,0,0,1,0.539447,-1,-1
18579,1,37,3643,1,1,0.996684,-1,1.02492,0.245487
18580,1,36,3554,0,0,0.999911,0.564327,-1,-1
18581,1,48,4793,0,0,1,0.627411,-1,-1
18582,1,66,6545,0,0,0.999998,0.601103,-1,-1
18583,1,32,3196,1,1,0.999999,-1,1.10173,0.267928
18584,1,67,6695,0,0,0.999967,0.586063,-1,-1
18585,1,63,6263,0,0,1,0.523348,-1,-1
18586,1,39,3889,1,1,1,-1,1.09572,0.269856
18587,1,13,1211,1,1,0.999944,-1,1.09078,0.34647
18588,1,23,2273,0,0,0.980874,0.54595,-1,-1
18589,1,29,2873,0,0,0.999915,0.556873,-1,-1
18590,1,17,1633,0,0,1,0.634059,-1,-1
18591,1,25,2403,1,1,0.999987,-1,1.07447,0.160969
